title,description,datetime,category,source,link
"Fill the Job of National Cyber Director, Lawmakers Urge Biden","The Office of the National Cyber Director has not had a Senate-confirmed director since former Director Chris Inglis left the post nearly three months ago, just prior to the release of the national cyber strategy.",2023-05-15 13:00:00-04:00,Management,GovExec,https://www.govexec.com/management/2023/05/lawmakers-tell-biden-they-are-extremely-concerned-about-critical-vacant-cyber-role/386334/
Biden Picks Cancer Center Director to Lead the NIH,Dr. Monica Bertagnolli was the first woman to lead the National Cancer Institute.,2023-05-15 11:20:39-04:00,Management,GovExec,https://www.govexec.com/management/2023/05/biden-picks-cancer-center-director-lead-nih/386337/
"New Court Ruling Could Cause Dangerous Overcrowding at Border Facilities, the Biden Administration Warns",The ruling came right before the lifting of the pandemic-era border restrictions on Friday.,2023-05-12 13:58:07-04:00,Management,GovExec,https://www.govexec.com/management/2023/05/new-court-ruling-could-cause-dangerous-overcrowding-border-facilities-biden-administration-warns/386304/
Coronavirus Roundup: The Pandemic Public Health Emergency Is Over,There’s a lot to keep track of. Here’s a list of this week’s news updates and stories you may have missed.,2023-05-12 11:05:55-04:00,Management,GovExec,https://www.govexec.com/management/2023/05/coronavirus-roundup-pandemic-public-health-emergency-over/386288/
That Time Even Minimum Telework Was Viewed With Wonder and Fear,"Back then, it was called “telecommuting,” and managers didn’t know what to make of it. Some still don’t.",2023-05-12 10:00:00-04:00,Management,GovExec,https://www.govexec.com/management/2023/05/time-even-minimum-telework-was-viewed-wonder-and-fear/386267/
Rushing the Return to Office: Why Forcing Feds into In-Person Work Could Backfire,"Agency leaders need to make informed, data-driven decisions about the path forward.",2023-05-11 06:00:00-04:00,Management,GovExec,https://www.govexec.com/management/2023/05/rushing-return-office-why-forcing-feds-person-work-could-backfire/386028/
What Will -- and Won’t -- Change for Federal Agencies With the End of the COVID Health Emergency,A look at how we got here and what’s ahead for federal agencies and workers now that the pandemic emergency is over.,2023-05-11 06:00:00-04:00,Management,GovExec,https://www.govexec.com/management/2023/05/end-covid-health-emergency-change-federal-agencies/386189/
Biden's Archivist Nominee is Confirmed,Colleen Shogan will now lead the National Archives and Records Administration.,2023-05-10 17:01:11-04:00,Management,GovExec,https://www.govexec.com/management/2023/05/senate-confirms-archivist-nominee/386198/
Federal Officials’ Financial and Ethics Docs Would Be Easier to Find Under a New Bill,"The legislation would fix the “labyrinthian process of requesting them,” said Dylan Hedtler-Gaudette, of the nonprofit Project on Government Oversight.",2023-05-25 14:10:09-04:00,Oversight,GovExec,https://www.govexec.com/oversight/2023/05/federal-officials-financial-and-ethics-docs-would-be-easier-find-under-new-bill/386791/
ATF Misclassified Jobs. A Senator Wants the Justice Department to Dig Deeper.,"Citing concerns by the whistleblowers who triggered the investigation that found that the Bureau of Alcohol, Tobacco, Firearms and Explosives had systematically misclassified administrative jobs as law enforcement-related, Sen. Joni Ernst, R-Iowa, asked the Justice Department to do a more thorough investigation.",2023-05-23 13:40:12-04:00,Oversight,GovExec,https://www.govexec.com/oversight/2023/05/atf-misclassified-jobs-senator-wants-justice-department-dig-deeper/386683/
"Biden and McCarthy Strike Positive Tone After Debt Limit Talks, But No Deal Yet","""We don’t have an agreement yet, but I did feel the discussion was productive in areas that we have differences of opinion,” McCarthy said Monday.",2023-05-23 10:20:56-04:00,Oversight,GovExec,https://www.govexec.com/oversight/2023/05/biden-and-mccarthy-strike-positive-tone-after-debt-limit-talks-no-deal-yet/386670/
Top Postal Regulator Calls for Expanded Reach Amid Feud With DeJoy,"As USPS management says its regulator is standing in its way, the commission's chairman seeks to grow to keep pace with DeJoy's changes.",2023-05-22 15:51:04-04:00,Oversight,GovExec,https://www.govexec.com/oversight/2023/05/top-postal-regulator-calls-expanded-reach-amid-feud-dejoy/386649/
Overhaul Federal Permitting as Part of the Debt Limit Deal? Not as Easy as It Sounds.,Time is running out for a deal on permitting legislation to be included in a debt limit bill.,2023-05-21 20:00:00-04:00,Oversight,GovExec,https://www.govexec.com/oversight/2023/05/overhaul-federal-permitting-part-debt-limit-deal-not-easy-it-sounds/386611/
A U.S. Attorney Quits After 'Most Egregious' Hatch Act and Ethical Violation Reports,Leaking non-public information to media outlets to influence an election and using her position to gain Celtics tickets were among the transgressions found by investigators.,2023-05-18 16:15:20-04:00,Oversight,GovExec,https://www.govexec.com/oversight/2023/05/us-attorney-quits-after-most-egregious-hatch-act-and-ethical-violation-reports/386539/
Biden Vows Debt Ceiling Talks Will Continue while He’s Overseas at G7 Summit,"Treasury Secretary Yellen repeatedly warned Congress accounting maneuvers will be exhausted within weeks, U.S. could default on its bills as early as June 1.",2023-05-18 11:31:55-04:00,Oversight,GovExec,https://www.govexec.com/oversight/2023/05/biden-vows-debt-ceiling-talks-will-continue-while-hes-overseas-g7-summit/386519/
Lawyer Fees Draw Scrutiny as Camp Lejeune Claims Stack Up,"The Camp Lejeune Justice Act, which became law last year, created a pathway for veterans and their families to pursue damage claims against the government for toxic exposure at the military base. Now, advocates and lawmakers worry high lawyer fees could shortchange those injured.",2023-05-17 16:00:00-04:00,Oversight,GovExec,https://www.govexec.com/oversight/2023/05/lawyer-fees-draw-scrutiny-camp-lejeune-claims-stack/386467/
Republicans Remind the White House They Still Want to Know More About Biden’s Labor Policies for Contractors,President Biden issued an executive order last year requiring project labor agreements for federal construction work.,2023-05-16 14:00:00-04:00,Oversight,GovExec,https://www.govexec.com/oversight/2023/05/republicans-remind-white-house-they-still-want-know-more-about-bidens-labor-policies-contractors/386407/
"Trump’s Global Media CEO Abused Authority and Wasted Funds, Review Finds",New agency leadership has been working to restore the agency’s operations and make corrective reforms.,2023-05-15 16:14:13-04:00,Oversight,GovExec,https://www.govexec.com/oversight/2023/05/trumps-global-media-ceo-abused-authority-and-wasted-funds-review-finds/386361/
"Republicans' Unemployment Fraud Bill Passes House, Gets Senate Version","The bill’s passage in the House fell one day after the indictment of one of its cosponsors – Rep. George Santos, R-N.Y. – for unemployment fraud.",2023-05-15 10:12:00-04:00,Oversight,GovExec,https://www.govexec.com/oversight/2023/05/republicans-unemployment-fraud-bill-passes-house-gets-senate-version/386333/
A Debt Ceiling Breach Could Mean the Federal Government Decides Not to 'Pay Any Government Employees This Week',Economist Patrick Gourley joins the podcast to discuss the potential debt ceiling consequences.,2023-05-15 05:55:00-04:00,Oversight,GovExec,https://www.govexec.com/oversight/2023/05/debt-ceiling-breach-could-mean-federal-government-decides-not-pay-any-government-employees-week/386326/
A Brief History of Debt Ceiling Crises and the Political Chaos They’ve Unleashed,There are political as well as economic risks to debt standoffs in Congress.,2023-05-14 20:00:00-04:00,Oversight,GovExec,https://www.govexec.com/oversight/2023/05/brief-history-debt-ceiling-crises-and-political-chaos-theyve-unleashed/386327/
"Senators From Across the Aisle Agree: Biden Needs to Nominate 6 Watchdogs, Quickly","Sens. Chuck Grassley, R-Iowa, and Maggie Hassan, D-N.H., underscored the need for permanent leadership to fully “promote economical, efficient, and effective administration and operation of the government.”",2023-05-11 13:00:47-04:00,Oversight,GovExec,https://www.govexec.com/oversight/2023/05/senators-across-aisle-agree-biden-needs-nominate-6-watchdogs-quickly/386231/
House Republicans Have Questions About the White House’s Regulatory Update,A staff-level briefing for the House Oversight and Accountability Committee is in the works.,2023-05-09 15:21:34-04:00,Oversight,GovExec,https://www.govexec.com/oversight/2023/05/house-republicans-have-questions-about-white-houses-regulatory-update/386133/
"Bipartisan Group Projects U.S. Default as Soon as Early June, Citing ‘Quite Low’ Cash Flows","Depending on how long a default lasted, a global recession could be triggered, new analysis finds",2023-05-09 13:00:00-04:00,Oversight,GovExec,https://www.govexec.com/oversight/2023/05/bipartisan-group-projects-us-default-soon-early-june-citing-quite-low-cash-flows/386113/
The Wheels that Squeak: Why Preventing Fraud is Not a Government Priority,"Agency leaders need more institutional incentives to manage fraud, waste, and abuse in their programs systemically, argues one former member of the Pandemic Response Accountability Committee.",2023-05-08 06:00:00-04:00,Oversight,GovExec,https://www.govexec.com/oversight/2023/05/wheels-squeak-why-preventing-fraud-not-government-priority/385921/
OSC: ATF Wasted At Least $10 Million Misclassifying Administrative Jobs as Law Enforcement,"Although OPM and ATF investigations found around 100 positions within the agency’s HR department were improperly provided enhanced law enforcement pay and benefits, the whistleblowers who prompted the probe said the problem is more widespread than that.",2023-05-05 16:37:38-04:00,Oversight,GovExec,https://www.govexec.com/oversight/2023/05/osc-atf-wasted-10-million-misclassifying-administrative-jobs-law-enforcement/386041/
"U.S. Default Could Begin June 8 without Agreement, Top Economist Tells Congress","Congress has eight working days with both chambers in session before Memorial Day, and negotiations appear non-existent.",2023-05-05 10:53:32-04:00,Oversight,GovExec,https://www.govexec.com/oversight/2023/05/us-default-could-begin-june-8-without-agreement-top-economist-tells-congress/386019/
"Asylum Limits, More Border Security Funds Proposed in House GOP Immigration Bill","A spike in the number of migrants seeking asylum in the United States has challenged local, state and federal authorities.",2023-05-01 18:00:00-04:00,Oversight,GovExec,https://www.govexec.com/oversight/2023/05/asylum-limits-more-border-security-funds-proposed-house-gop-immigration-bill/385828/
The Debt Ceiling Negotiations Begin Again,Eric Katz joins the podcast to discuss how the discussions will affect feds.,2023-05-01 05:55:00-04:00,Oversight,GovExec,https://www.govexec.com/oversight/2023/05/debt-ceiling-negotiations-begin-again/385795/
A Pandemic-Fueled Drop in FDA Inspections of Foreign Drug Plants,A series of recent deaths linked to eyedrops produced overseas shows just how seriously behind the FDA is.,2023-04-27 10:00:00-04:00,Oversight,GovExec,https://www.govexec.com/oversight/2023/04/pandemic-fueled-drop-fda-inspections-foreign-drug-plants/385691/
The Campaign Finance Agency’s Press Shop Can’t Confirm or Deny the Existence of Complaints Anymore,"Critics say the change, approved by the FEC last week in a vote that was not entirely along party lines, raises concerns about transparency.",2023-04-26 14:29:00-04:00,Oversight,GovExec,https://www.govexec.com/oversight/2023/04/campaign-finance-agencys-press-shop-cant-confirm-or-deny-existence-complaints-anymore/385655/
The Low-Tech Side of Biden’s Push to Improve the ‘Life Experiences’ with Government,Agencies are approaching the White House’s mandate with an eye for getting important information and access to as many people as possible.,2023-04-26 09:00:00-04:00,Oversight,GovExec,https://www.govexec.com/oversight/2023/04/low-tech-side-bidens-push-improve-life-experiences-government/385582/
"80 Is Different in 2023 Than in 1776 – but Even Back Then, a Grizzled Franklin Led Alongside a Young Hamilton","Americans have long nurtured mixed feelings about age and aged leaders. Yet during the country’s founding, a young America admired venerable old sages.",2023-04-25 10:25:00-04:00,Oversight,GovExec,https://www.govexec.com/oversight/2023/04/80-different-2023-1776-even-back-then-grizzled-franklin-led-alongside-young-hamilton/385583/
"White House Releases New AI National Frameworks, Educator Recommendations","The Biden administration unveiled a docket full of more artificial intelligence regulatory efforts to promote responsible development, adoption and usage of increasingly smart systems.",2023-05-24 11:28:00-04:00,Tech,GovExec,https://www.govexec.com/technology/2023/05/white-house-releases-new-ai-national-frameworks-educator-recommendations/386726/
The IRS Will Test a Government-Run Free File System in 2024,"The move could presage the large-scale deployment of free, government-furnished online tax prep services.",2023-05-17 11:05:00-04:00,Tech,GovExec,https://www.govexec.com/technology/2023/05/irs-will-test-government-run-free-file-system-2024/386459/
"Senate Bill Looks to Train AI-Ready Workforce, Focus on Risk Mitigation","The bipartisan legislation, introduced last week, aims to help public sector employees catch up with advancing AI technologies.",2023-05-16 11:05:00-04:00,Tech,GovExec,https://www.govexec.com/technology/2023/05/senate-bill-looks-train-ai-ready-workforce-focus-risk-mitigation/386399/
Proposed Law Would Create Responsible Emerging Tech Leaders at Agencies,"The bill would require a senior official at each relevant agency to oversee technologies like artificial intelligence, quantum and biotechnology to ensure responsible usage.",2023-05-16 09:00:00-04:00,Tech,GovExec,https://www.govexec.com/technology/2023/05/proposed-law-would-create-responsible-emerging-tech-leaders-agencies/386335/
TSA Says Its Drone Program Won’t Collect Much Info on the Public,"The agency is going to use drones to conduct security assessments at airports, transportation incidents and large security events.",2023-05-10 10:33:00-04:00,Tech,GovExec,https://www.govexec.com/technology/2023/05/tsa-says-its-drone-program-wont-collect-much-info-public/386168/
Inter-Agency Effort Targets the Half of Veterans Who Never Engage With VA,The resource hub out of the departments of Defense and Veterans Affairs is part of a larger White House initiative to better respond to the life experiences of Americans.,2023-05-09 10:33:00-04:00,Tech,GovExec,https://www.govexec.com/technology/2023/05/inter-agency-effort-targets-half-veterans-who-never-engage-va/386116/
"With Artificial Intelligence and Leadership, There is a 'Learning Curve'",Bonnie Low-Kramen joins the podcast to discuss AI and decision-making.,2023-05-05 05:55:00-04:00,Tech,GovExec,https://www.govexec.com/technology/2023/05/artificial-intelligence-and-leadership-there-learning-curve/385999/
The White House Has Questions About AI Surveillance in the Workplace,"The request for information is the latest in the administration's work on AI. Last week, four enforcement agencies released a joint letter pledging to enforce anti-discrimination laws in the AI arena.",2023-05-03 11:39:00-04:00,Tech,GovExec,https://www.govexec.com/technology/2023/05/white-house-has-questions-about-ai-surveillance-workplace/385918/
"Customer Service, Life Experiences and Technology",Nextgov's Aaron Boyd joins the podcast to discuss his series on CX in government.,2023-05-02 05:55:00-04:00,Tech,GovExec,https://www.govexec.com/technology/2023/05/customer-service-life-experiences-and-technology/385831/
Survey: 1 in 3 Government Workers Say Agencies Aren’t Fostering Employee Connection,The survey suggests increased emphasis on connection-building could increase talent retention efforts.,2023-04-28 14:00:00-04:00,Tech,GovExec,https://www.govexec.com/technology/2023/04/survey-1-3-government-workers-say-agencies-arent-fostering-employee-connection/385743/
Lawmakers Introduce Bill to Keep AI from Going Nuclear,"This week, lawmakers reignited the legislative charge into investigating and regulating how automated and artificial intelligence systems will be implemented in crucial operations.",2023-04-28 10:31:00-04:00,Tech,GovExec,https://www.govexec.com/technology/2023/04/lawmakers-initiate-several-efforts-put-guardrails-ai-use/385742/
"Accelerated FAA Modernization Will Suffer Under Stopgap Funding, Says Agency Head","A full year continuing resolution would hamper needed tech upgrades, according to the FAA's top official.",2023-04-27 13:00:00-04:00,Tech,GovExec,https://www.govexec.com/technology/2023/04/accelerated-faa-modernization-will-suffer-under-stopgap-funding-says-agency-head/385698/
"As Federal Emergency Declaration Expires, the Picture of the Pandemic Grows Fuzzier","""The pandemic gave federal officials expanded power to access crucial data about the spread of COVID-19, but that authority will change when the public health emergency sunsets in May. That, along with the end of popular COVID trackers, will make it harder for policymakers and the public to keep an eye on COVID and other threats.",2023-04-26 13:00:00-04:00,Tech,GovExec,https://www.govexec.com/technology/2023/04/federal-emergency-declaration-expires-picture-pandemic-grows-fuzzier/385637/
The Homeland Security Department Announces Its First-Ever AI Task Force,The department will look to better understand artificial intelligence and deploy it in security operations.,2023-04-24 10:48:00-04:00,Tech,GovExec,https://www.govexec.com/technology/2023/04/dhs-announces-first-ever-ai-task-force/385524/
House Lawmakers Coalesce Around Bipartisan Fixes to VA’s Electronic Health Records System,The top Democrat and Republican on the House Veterans’ Affairs Committee have started bipartisan negotiations to address the Veterans Affairs Department’s troubled rollout of its new electronic health record system.,2023-04-21 10:48:00-04:00,Tech,GovExec,https://www.govexec.com/technology/2023/04/house-lawmakers-coalesce-around-bipartisan-fixes-vas-electronic-health-records-system/385474/
"Pentagon UFO Chief: ‘No Credible Evidence’ of Aliens, Yet","Sean Kirkpatrick, who heads the Defense Department’s All-Domain Anomaly Office, briefed the Senate Wednesday.",2023-04-20 10:55:00-04:00,Tech,GovExec,https://www.govexec.com/technology/2023/04/pentagon-ufo-chief-no-credible-evidence-aliens-yet/385419/
A ‘ChatGPT’ For Satellite Photos Already Exists,"Using advanced generative AI and a massive dataset of Earth images, it’s possible to discover objects almost anywhere in just hours.",2023-04-19 10:00:00-04:00,Tech,GovExec,https://www.govexec.com/technology/2023/04/chatgpt-satellite-photos-already-exists/385318/
Americans Are Interested in Digital Government Services,Deloitte’s Michele Causey joins the podcast to discuss a new survey about online government.,2023-04-19 05:55:00-04:00,Tech,GovExec,https://www.govexec.com/technology/2023/04/americans-are-interested-digital-government-services/385348/
Using Strategic Security Testing to Improve Resiliency,,2023-04-19 02:00:00-04:00,Tech,GovExec,https://www.govexec.com/technology/2023/04/using-strategic-security-testing-improve-resiliency/385380/
"Taxpayer Data Is at Risk Due to Cybersecurity Deficiencies at IRS, a Report Warns",An annual assessment of the IRS' information technology program alleges critical cybersecurity deficiencies in the agency's handling of taxpayer data privacy.,2023-04-14 11:11:00-04:00,Tech,GovExec,https://www.govexec.com/technology/2023/04/taxpayer-data-risk-due-cybersecurity-deficiencies-irs-report-warns/385193/
Banning TikTok Could Weaken Personal Cybersecurity,"TikTok restrictions could lead to individuals engaging in risky digital behavior to circumvent mobile app bans, potentially exposing their networks and data to bad actors, an expert warns.",2023-04-14 10:00:00-04:00,Tech,GovExec,https://www.govexec.com/technology/2023/04/banning-tiktok-could-weaken-personal-cybersecurity/385191/
"Proposed HIPAA Rule Would Restrict Law Enforcement Access to Abortion, Reproductive Health Data Across State Lines","The HHS published a proposed modification to HIPAA’s privacy rule, giving new protections to personal health information related to reproductive care history in the wake of Dobbs and the overturning of Roe v. Wade.",2023-04-13 12:41:00-04:00,Tech,GovExec,https://www.govexec.com/technology/2023/04/proposed-hipaa-rule-would-restrict-law-enforcement-access-abortion-reproductive-health-data-across-state-lines/385147/
VA Paid for But Didn't Deploy an Emergency Communications System,"Despite spending over $8.5 million on a new emergency communication system contract, a new report has revealed that the Veterans Health Administration failed to establish the network by a deadline that passed more than three years ago.",2023-04-11 10:08:00-04:00,Tech,GovExec,https://www.govexec.com/technology/2023/04/va-paid-didnt-deploy-emergency-communications-system/385033/
Apple VP Named New Director of Defense Innovation Unit,Defense Secretary Lloyd Austin also announced that the Defense Innovation Unit director will report directly to him as part of a leadership “realignment.”,2023-04-06 09:47:00-04:00,Tech,GovExec,https://www.govexec.com/technology/2023/04/apple-vp-named-new-director-defense-innovation-unit/384882/
Background Investigation IT Systems Software Will Now Be Bought Through One Business,Software asset management and purchases for the IT system underpinning security clearance background investigations will be consolidated under a single commercial contractor.,2023-04-06 08:00:00-04:00,Tech,GovExec,https://www.govexec.com/technology/2023/04/background-investigation-it-systems-software-will-now-be-bought-through-one-business/384870/
Biden Picks Changemaking Air Force Chief as Next Top Military Officer,Gen. CQ Brown instituted the “agile combat employment” concept and the “Accelerate Change or Lose” doctrine.,2023-05-25 11:24:17-04:00,Defense,GovExec,https://www.govexec.com/defense/2023/05/biden-picks-changemaking-air-force-chief-next-top-military-officer/386793/
Army Mulls 10-20% Cut to Special Operations Forces,"Lawmakers and Army officials have discussed cuts through decade’s end, including to Green Berets, psyops, and enablers.",2023-05-23 14:00:00-04:00,Defense,GovExec,https://www.govexec.com/defense/2023/05/army-mulls-10-20-cut-special-operations-forces/386677/
"A ‘Stronger, Faster’ Intelligence Community Is Possible With AI",But caution is needed to make sure the technology doesn’t go off the rails.,2023-05-16 15:00:00-04:00,Defense,GovExec,https://www.govexec.com/defense/2023/05/stronger-faster-intelligence-community-possible-ai/386405/
US Military Now Has Voice-Controlled Bug Drones,"And next year, they might talk back.",2023-05-11 14:30:00-04:00,Defense,GovExec,https://www.govexec.com/defense/2023/05/us-military-now-has-voice-controlled-bug-drones/386222/
The Pentagon’s AI Chief Is ‘Scared to Death’ of ChatGPT,But other defense leaders are more eager to deploy new artificial-intelligence tools.,2023-05-04 10:57:00-04:00,Defense,GovExec,https://www.govexec.com/defense/2023/05/pentagons-ai-chief-scared-death-chatgpt/385973/
Where’d the Money Go? Lawmakers Press Air Force on Planned Radar Plane,Congress approved $200 million last year to get the first E-7s faster. That’s not happening.,2023-05-03 14:00:00-04:00,Defense,GovExec,https://www.govexec.com/defense/2023/05/whered-money-go-lawmaker-press-air-force-planned-radar-plane/385919/
"Repent Your Abuses of Eavesdropping Law, Lawmakers Tell Intel Agencies",House pols want change as agencies seek renewal of FISA’s Section 702.,2023-05-02 14:00:00-04:00,Defense,GovExec,https://www.govexec.com/defense/2023/05/lawmakers-demand-intel-agencies-repent-abuses-eavesdropping-law/385867/
Marines Update Evacuation Playbook,A pre-deployment exercise allowed the 26th Marine Expeditionary Unit to practice what they learned from the Afghanistan withdrawal and other non-combatant evacuation operations.,2023-05-01 10:07:00-04:00,Defense,GovExec,https://www.govexec.com/defense/2023/05/marines-update-evacuation-playbook-diplomats-are-rescued-sudan/385803/
"The U.S. Space Command Wants Red Phones With China, Russia",Global norms and mil-to-mil hotlines are urgently needed as the prospects for war in space rise.,2023-04-24 12:00:00-04:00,Defense,GovExec,https://www.govexec.com/defense/2023/04/worlds-military-space-forces-need-talk-more-us-officials-say/385529/
The Pentagon Is Increasingly Relying on Billionaires’ Rockets. And It’s OK with That.,Space Force leaders say carefully written contracts can prevent things like SpaceX’s about-face on Ukrainian satcomms.,2023-04-21 14:00:00-04:00,Defense,GovExec,https://www.govexec.com/defense/2023/04/pentagon-increasingly-relying-billionaires-rockets-and-its-ok/385488/
"Tighten Access to Classified Info, Air Force Secretary Says","As the Pentagon responds to a classified document leak, officials should focus on enforcing “need to know,” according to Frank Kendall.",2023-04-20 14:00:00-04:00,Defense,GovExec,https://www.govexec.com/defense/2023/04/tighten-access-classified-info-air-force-secretary-says/385423/
Why the Pentagon’s Response to the Discord Leaks Won’t Fix the Problem,"The Defense Department keeps too many secrets, uses old approaches to secret storage, and does not apply data-driven strategies to classification.",2023-04-19 11:28:00-04:00,Defense,GovExec,https://www.govexec.com/defense/2023/04/why-pentagons-response-discord-leaks-wont-fix-problem/385363/
US Officials Charge Chinese Agents with Running ‘Secret Police Station’ in NYC,Prosecutors unveiled charges Monday against a “troll farm” and Chinese nationals who worked with a Zoom employee to crash meetings with U.S.-based dissidents.,2023-04-18 10:37:00-04:00,Defense,GovExec,https://www.govexec.com/defense/2023/04/us-officials-charge-chinese-agents-running-secret-police-station-nyc/385308/
21-Year-Old Air Force IT Specialist Charged With Leaking Classified Security Documents,A team of Justice and FBI agents arrested 21-year-old Jack Teixeira in Massachusetts in connection with the widespread intel leak.,2023-04-14 13:00:00-04:00,Defense,GovExec,https://www.govexec.com/defense/2023/04/21-year-old-air-force-it-specialist-charged-leaking-classified-security-documents/385205/
"Military Readiness, the Pentagon and DEI Programs",Defense One's Kevin Baron joins the podcast to discuss recruiting.,2023-04-05 05:55:00-04:00,Defense,GovExec,https://www.govexec.com/defense/2023/04/military-readiness-pentagon-and-dei-programs-woke-troops/384807/
Migrant Deaths in Mexico Put Spotlight on U.S. Policy that Shifted Immigration Enforcement South,"‘Extensive use’ of detention led to tragic fire, according to the UN special rapporteur for migrant rights. U.S.-Mexico policy has fueled the growth.",2023-04-04 09:00:00-04:00,Defense,GovExec,https://www.govexec.com/defense/2023/04/migrant-deaths-mexico-put-spotlight-us-policy-shifted-immigration-enforcement-south/384733/
Treasury Sanctions Arms Dealer Who Attempted to Broker Deals Between North Korea and Russia,A new class of “merchants of death” may be emerging from the Russian war on Ukraine,2023-03-31 09:59:00-04:00,Defense,GovExec,https://www.govexec.com/defense/2023/03/treasury-sanctions-arms-dealer-who-attempted-broker-deals-between-north-korea-and-russia/384662/
New Federal Website Offers Grants Info and Research to Counter Domestic Terrorism,The Homeland Security Department hopes a new website will serve as a one-stop shop for visitors aiming to prevent targeted violence and domestic terrorism with a slew of local and national federal resources.,2023-03-24 10:25:00-04:00,Defense,GovExec,https://www.govexec.com/defense/2023/03/new-federal-website-offers-grants-info-and-research-counter-domestic-terrorism/384407/
Pentagon’s No. 2 Civilians Fire Back in ‘Woke’ Wars,"“There's been no detraction from the primary mission,” Navy Undersecretary Erik Raven told dubious GOP senators.",2023-03-23 10:32:00-04:00,Defense,GovExec,https://www.govexec.com/defense/2023/03/pentagons-no-2-civilians-fire-back-woke-wars/384355/
Pentagon To Halt Use Of Firefighting Foam That Contains PFAS As Cleanup Costs Mount,The Department of Defense will stop purchasing PFAS-containing firefighting foam later this year and phase it out entirely in 2024.,2023-03-20 09:25:27-04:00,Defense,GovExec,https://www.govexec.com/defense/2023/03/pentagon-halt-use-firefighting-foam-contains-pfas-cleanup-costs-mount/384170/
Biden Asks the Pentagon to Use Its Buying Power to Advance Gun Safety Goals,This is part of a new executive order issued as the president visits a community in California that suffered a mass shooting in January.,2023-03-15 06:00:00-04:00,Defense,GovExec,https://www.govexec.com/defense/2023/03/president-biden-asks-pentagon-use-its-buying-power-advance-gun-safety-goals/383988/
Pentagon Office Tracking National Security Impact of Silicon Valley Bank Collapse,The director of the Pentagon’s office tasked with connecting relevant tech companies with private capital said in an email that the office is “monitoring national security-related impacts” stemming from the prominent startup lender’s demise.,2023-03-14 14:40:00-04:00,Defense,GovExec,https://www.govexec.com/defense/2023/03/pentagon-office-tracking-national-security-impact-silicon-valley-bank-collapse/383971/
Biden Ditches Trump’s Air Force One Paint Scheme For Classic Blue-and-White,But the new jets won’t have any polished metal.,2023-03-13 12:00:00-04:00,Defense,GovExec,https://www.govexec.com/defense/2023/03/biden-ditches-trumps-air-force-one-paint-scheme-classic-blue-and-white/383900/
Biden’s $842B Pentagon Budget Proposal Would Boost New Weapons,The spending plan also proposes industrial-base investments.,2023-03-09 16:33:00-05:00,Defense,GovExec,https://www.govexec.com/defense/2023/03/bidens-842b-pentagon-budget-proposal-would-boost-new-weapons/383825/
"Air Force Must ‘Reintroduce’ Itself to America, Recruiting Service Commander Says",Maj. Gen. Ed Thomas says “declining familiarity with who we are” is partly to blame for recruiting problems.,2023-03-09 09:50:00-05:00,Defense,GovExec,https://www.govexec.com/defense/2023/03/air-force-must-reintroduce-itself-america-recruiting-service-commander-says/383783/
Congress Doesn’t Know How to Count the Number of National Security Professionals and That’s a Problem,"Instead of addressing data security or IT policies around protecting classified information, Congress goes after numbers.",2023-05-25 06:00:00-04:00,Workforce,GovExec,https://www.govexec.com/workforce/2023/05/congress-doesnt-know-how-count-number-national-security-professionals-thats-problem/386734/
Feds Reported ‘Notable Levels’ of Perceived Banned Personnel Practices in 2021,"This “data is only a starting point, not the finishing line,” said the Merit Systems Protection Board.",2023-05-24 15:40:43-04:00,Workforce,GovExec,https://www.govexec.com/workforce/2023/05/feds-reported-notable-levels-perceived-banned-personnel-practices-2021/386743/
The End of the Public Health Emergency Means Health Care Changes for Feds,Kevin Moss joins the podcast to discuss changes to the Federal Employee Health Benefit Program.,2023-05-24 06:00:00-04:00,Workforce,GovExec,https://www.govexec.com/workforce/2023/05/end-public-health-emergency-means-health-care-changes-feds/386703/
Forcing Feds Into the Office Is a Mistake. Here's Why.,An arbitrary reduction in telework is likely to drive an exodus of qualified federal workers seeking flexibility to the private sector.,2023-05-23 06:00:00-04:00,Workforce,GovExec,https://www.govexec.com/workforce/2023/05/forcing-feds-office-mistake-heres-why/386462/
"Rehiring Federal Retirees 'Makes Sense,' If Agencies Can Get the Go-Ahead",Ron Sanders joins the podcast to discuss bringing back feds to federal service.,2023-05-23 05:55:00-04:00,Workforce,GovExec,https://www.govexec.com/workforce/2023/05/rehiring-federal-retirees-makes-sense-if-agencies-can-get-go-ahead/386652/
GOP Lawmakers Demand Telework Stats from Federal Agencies,Congressional Republicans argued that the Biden administration’s recent efforts to scale back the use of telework are insufficient.,2023-05-22 15:52:51-04:00,Workforce,GovExec,https://www.govexec.com/workforce/2023/05/gop-lawmakers-demand-telework-stats-federal-agencies/386646/
New Hiring Methods Help FBI and CIA Combat Cyber Talent Shortage,"Officials at the intelligence and law enforcement agencies say they’re facing the national cyber talent shortage head-on, from implementing a new approach to hiring top cyber talent to new training programs and incentives.",2023-05-22 14:00:00-04:00,Workforce,GovExec,https://www.govexec.com/workforce/2023/05/fbi-and-cia-combat-cyber-talent-shortage-new-hiring-methods/386669/
A Default on the U.S. Debt Would Be Far Worse Than a Government Shutdown. Here’s How,"National security, transportation, Social Security, Medicare and Medicaid would be impacted.",2023-05-22 11:12:23-04:00,Workforce,GovExec,https://www.govexec.com/workforce/2023/05/default-us-debt-would-be-far-worse-government-shutdown-heres-how/386623/
