title,description,datetime,category,source,link
Lawmakers urge OPM to expand FEHBP infertility coverage for LGBTQ+ feds,"A group of 30 congressional Democrats called out “outdated” gaps in how the federal government’s employer-sponsored health insurance program covers infertility treatments, particularly for employees in the LGBTQ+ community.",2023-08-23 15:51:02-04:00,Defense,FederalNewsNetwork,http://www.govexec.com/pay-benefits/2023/08/lawmakers-urge-opm-expand-fehbp-infertility-coverage-lgbtq-feds/389669/
Do you know what your TSP is for?,"When you were first hired, your retirement benefit may have been described to you as a three-legged stool: pension, Social Security, and TSP savings. One financial planner advises feds not to shortchange the last leg.",2023-08-23 07:00:00-04:00,Defense,FederalNewsNetwork,http://www.govexec.com/pay-benefits/2023/08/do-you-know-what-your-tsp/389585/
OPM clarifies pay rules for teleworkers who must travel during work,Guidance aimed at stipulating when employees must be paid for their travel to traditional work sites comes ahead of an expected push by agencies to increase the amount of “meaningful in-person work” this fall.,2023-08-22 16:00:59-04:00,Defense,FederalNewsNetwork,http://www.govexec.com/pay-benefits/2023/08/opm-clarifies-pay-rules-teleworkers-who-must-travel-during-work/389633/
How phased retirement works,The ins and outs of a program that a lot of feds are curious about.,2023-08-17 15:00:00-04:00,Defense,FederalNewsNetwork,http://www.govexec.com/pay-benefits/2023/08/how-phased-retirement-works/389498/
"Per diem rates for federal workers will increase this fall, GSA says","The standard lodging rate will jump by nearly $10 beginning in October, as the government continues to confront recent inflation.",2023-08-16 13:11:43-04:00,Defense,FederalNewsNetwork,http://www.govexec.com/pay-benefits/2023/08/diem-rates-federal-workers-will-increase-fall-gsa-says/389466/
Choke points: Labor historian discusses how public-sector unions took hold,Private-sector union strategies and growth have helped public-sector unions and employees.,2023-08-16 07:00:00-04:00,Defense,FederalNewsNetwork,http://www.govexec.com/pay-benefits/2023/08/choke-points-labor-historian-discusses-how-public-sector-unions-took-hold/389423/
Deadline approaches for Biden’s 5.2% pay raise plan,"The president must formalize his proposal to give federal employees their largest annual pay increase in more than 40 years by the end of this month, or automatic boosts to locality pay will kick in.",2023-08-15 16:15:56-04:00,Defense,FederalNewsNetwork,http://www.govexec.com/pay-benefits/2023/08/deadline-approaches-bidens-52-pay-raise-plan/389434/
IVF coverage is available to veterans under VA insurance — if you’re heterosexual and married,"A lawsuit filed in federal court would push the agency to cover the treatment — the most effective form of assisted reproductive technology — for people who are single, or who are in LGBTQ+ relationships.",2023-08-14 15:00:00-04:00,Defense,FederalNewsNetwork,http://www.govexec.com/pay-benefits/2023/08/ivf-coverage-available-veterans-under-va-insurance-if-youre-heterosexual-and-married/389389/
Labor Dept. will offer training on new rules to boost some federal contractors' wages,"Earlier this week, the Biden administration announced a major overhaul of regulations governing the compensation of construction workers on federally funded projects.",2023-08-11 16:47:54-04:00,Defense,FederalNewsNetwork,http://www.govexec.com/pay-benefits/2023/08/labor-dept-will-offer-training-new-rules-boost-some-federal-contractors-wages/389361/
Reconsidering a reduced retirement,A further exploration of what’s known as MRA+10.,2023-08-10 15:00:00-04:00,Defense,FederalNewsNetwork,http://www.govexec.com/pay-benefits/2023/08/reconsidering-reduced-retirement/389293/
Bill to alleviate federal pay compression introduced by House Dems,"The Pay Compression Relief Act would effectively allow General Schedule employees to receive annual increases to both basic and locality pay, even if they have already hit the federal pay cap.",2023-08-09 16:06:39-04:00,Defense,FederalNewsNetwork,http://www.govexec.com/pay-benefits/2023/08/bill-alleviate-federal-pay-compression-introduced-house-dems/389273/
These 4 things must be paid before you get your federal pension monies,COMMENTARY |  One financial planner says it's best to head into retirement with your eyes open.,2023-08-09 07:00:00-04:00,Defense,FederalNewsNetwork,http://www.govexec.com/pay-benefits/2023/08/these-4-things-must-be-paid-you-get-your-federal-pension/389222/
"The ‘future is at risk’ for government’s biggest civilian payroll provider, study finds","The National Finance Center — a part of the Agriculture Department — provides payroll services for over 170 agencies, but a lot of them aren’t happy with the services they’re getting.",2023-08-08 11:00:31-04:00,Defense,FederalNewsNetwork,http://www.govexec.com/pay-benefits/2023/08/future-risk-governments-biggest-civilian-payroll-provider-study-finds/389209/
"IRS needs to significantly ramp up use of bonus pay incentives, IG says","To meet its ambitious staffing goals, watchdog says IRS must start doling out cash.",2023-08-07 16:44:00-04:00,Defense,FederalNewsNetwork,http://www.govexec.com/pay-benefits/2023/08/irs-needs-significantly-ramp-use-bonus-pay-incentives-ig-says/389194/
Split in U.S. House GOP raises potential for government shutdown this fall,The stalemate stems from disagreement about how much the government should spend and whether bills should be filled with far-right policy objectives.,2023-08-04 13:58:34-04:00,Defense,FederalNewsNetwork,http://www.govexec.com/pay-benefits/2023/08/split-us-house-gop-raises-potential-government-shutdown-fall/389138/
When you need to get the most out of your benefits: part three,The final installment in a series about dealing with serious situations.,2023-08-03 15:00:00-04:00,Defense,FederalNewsNetwork,http://www.govexec.com/pay-benefits/2023/08/when-you-need-get-most-out-your-benefits-part-three/389095/
"Bill aims to reinstate tax deduction for fed union dues, and more",Pay and benefits updates you may have missed.,2023-08-02 12:00:00-04:00,Defense,FederalNewsNetwork,http://www.govexec.com/pay-benefits/2023/08/bill-aims-reinstate-tax-deduction-fed-union-dues-and-more/389046/
Some of the biggest regrets of retiring federal employees,"COMMENTARY | As they face the realities of life, retirement, and getting older, some federal employees have shared a few regrets with financial planner Dallen Haws.",2023-08-02 07:00:00-04:00,Defense,FederalNewsNetwork,http://www.govexec.com/pay-benefits/2023/08/some-biggest-regrets-retiring-federal-employees/389035/
Most TSP funds continued their upward trend in July,Only one of the portfolios in the federal government’s 401(k)-style retirement savings program ended last month in the red.,2023-08-01 13:44:10-04:00,Defense,FederalNewsNetwork,http://www.govexec.com/pay-benefits/2023/08/most-tsp-funds-continued-their-upward-trend-july/389014/
A basic flaw in the federal pay system,"COMMENTARY | The system wasn’t designed to be competitive with the private sector, and that’s a problem in today’s job market.",2023-08-01 06:00:00-04:00,Defense,FederalNewsNetwork,http://www.govexec.com/pay-benefits/2023/08/basic-flaw-federal-pay-system/388975/
When you need to get the most out of your benefits: part two,The second in a series about dealing with serious situations.,2023-07-27 15:00:00-04:00,Defense,FederalNewsNetwork,http://www.govexec.com/pay-benefits/2023/07/when-you-need-get-most-out-your-benefits-part-two/388875/
Military Survivor Annuity Program finally offers long-promised open season to choose new beneficiaries,"Some retired service members say they are either outright denied or given an impossible runaround when they try to update their elections, but Defense agency pushes back on those allegations.",2023-07-26 14:44:01-04:00,Defense,FederalNewsNetwork,http://www.govexec.com/pay-benefits/2023/07/military-survivor-annuity-program-finally-offers-long-promised-open-season-choose-new-beneficiaries/388829/
"Dental and vision benefits are now open to many part-time, temporary and seasonal federal employees","A rule finalized Tuesday makes nearly 200,000 additional federal employees, including postal workers, eligible to enroll in the Federal Employees Dental and Vision Insurance Program.",2023-07-25 14:56:35-04:00,Defense,FederalNewsNetwork,http://www.govexec.com/pay-benefits/2023/07/dental-and-vision-benefits-are-now-open-more-feds/388808/
Biden looks to ramp up federal involvement in extreme heat response,"Amid record heat waves and calls for more federal action, FEMA will host an extreme heat summit next week.",2023-08-24 17:41:00-04:00,Management,GovExec,http://www.govexec.com/management/2023/08/biden-looks-ramp-federal-involvement-extreme-heat-response/389723/
EEOC finalizes electronic filing options for feds,"Although the agency that investigates complaints of workplace discrimination has offered the option to file documents and track cases online for years, its regulations now finally endorse the current system.",2023-08-24 16:56:54-04:00,Management,GovExec,http://www.govexec.com/management/2023/08/eeoc-finalizes-electronic-filing-options-feds/389717/
Slashing the federal workforce and eliminating agencies: Takeaways from the first Republican presidential debate,"Eight Republican candidates for president shared their ideas for reforming, and shrinking, government.",2023-08-23 23:40:44-04:00,Management,GovExec,http://www.govexec.com/management/2023/08/slashing-federal-workforce-and-eliminating-agencies-takeaways-first-republican-presidential-debate/389687/
The painful pandemic lessons Mandy Cohen carries to the CDC,"Cohen has been criticized for North Carolina's failure to get covid tests to the most vulnerable residents, during her leadership of the state's pandemic response.",2023-08-23 15:41:35-04:00,Management,GovExec,http://www.govexec.com/management/2023/08/painful-pandemic-lessons-mandy-cohen-carries-cdc/389664/
CISA director touts hiring progress,"The agency’s culture has been key to its hiring successes, Jen Easterly says.",2023-08-23 12:46:00-04:00,Management,GovExec,http://www.govexec.com/management/2023/08/cisa-director-touts-hiring-progress/389659/
"'Long, long overdue': An oral history of the Government Performance and Results Act","Thirty years ago this month, a landmark piece of legislation aimed to change the very culture of the federal government.",2023-08-21 06:00:00-04:00,Management,GovExec,http://www.govexec.com/management/2023/08/long-long-overdue-oral-history-government-performance-and-results-act/389469/
A small transportation safety agency is struggling to keep pace with growing responsibilities,"Faced with “extremely limited resources"" and the same staffing level it had 20 years ago, the NTSB is trying to do more with less.",2023-08-18 15:56:19-04:00,Management,GovExec,http://www.govexec.com/management/2023/08/small-transportation-safety-agency-struggling-keep-pace-growing-responsibilities/389547/
Leaders in both parties agree to pursue a stopgap to avoid shutdown,The House and Senate remain significantly divided over spending for the rest of fiscal 2024.,2023-08-16 14:04:51-04:00,Management,GovExec,http://www.govexec.com/management/2023/08/leaders-both-parties-agree-pursue-stopgap-avoid-shutdown/389467/
Hundreds of federal employees deploy to Hawaii to assist in wildfire response,Agencies with offices and personnel on the island are also scrambling to accommodate staff and provide continuity of services.,2023-08-15 16:46:08-04:00,Management,GovExec,http://www.govexec.com/management/2023/08/hundreds-federal-employees-deploy-hawaii-assist-wildfire-response/389435/
USPS to offer discounts in hopes of boosting mail usage,The Postal Service hopes to boost revenue from its largest customers by up to $1.3 billion.,2023-08-14 16:07:19-04:00,Management,GovExec,http://www.govexec.com/management/2023/08/usps-offer-discounts-hopes-boosting-mail-usage/389395/
Biden requests $40B to boost funding at select agencies,"Border security, federal firefighter pay and Ukraine aid are part of the emergency request.",2023-08-10 16:18:06-04:00,Management,GovExec,http://www.govexec.com/management/2023/08/biden-requests-40b-boost-funding-select-agencies/389319/
DeJoy pledges to trim workforce costs as USPS continues to lose more money than expected,"The Postal Service has found some success in eliminating costs from its network, but overall expenditures spiked in the most recent quarter.",2023-08-09 16:58:03-04:00,Management,GovExec,http://www.govexec.com/management/2023/08/dejoy-pledges-trim-payroll-usps-continues-lose-more-money-expected/389277/
The NIH ices a research project. Is it self-censorship?,"Even though the National Institutes of Health has had to navigate political rapids for decades, including enduring controversy over stem cell research and surveys on the sexual behavior of teens, this is a particularly fraught moment.",2023-08-07 15:00:00-04:00,Management,GovExec,http://www.govexec.com/management/2023/08/nih-ices-research-project-it-self-censorship/389169/
Proposed contractor climate change rule faces more questions from Republican lawmakers,House overseers demand a briefing from acquisition officials on the draft regulation requiring companies doing business with the federal government to report on their greenhouse gas emissions.,2023-08-04 16:47:06-04:00,Management,GovExec,http://www.govexec.com/management/2023/08/proposed-contractor-climate-change-rule-faces-more-questions-republican-lawmakers/389151/
VA deploys medical units around the country to treat homeless vets,The number of homeless veterans has decreased dramatically over the last 15 years.,2023-08-04 14:56:52-04:00,Management,GovExec,http://www.govexec.com/management/2023/08/va-deploys-medical-units-around-country-treat-homeless-vets/389144/
DeSantis vows to 'start slitting throats' of federal workers on Day One of presidency,"Federal workforce group calls the comments ""disqualifying.""",2023-08-03 14:24:42-04:00,Management,GovExec,http://www.govexec.com/management/2023/08/desantis-vows-start-slitting-throats-federal-workers-day-one-presidency/389093/
That time the vast majority of federal employees worked outside Washington,That time is now.,2023-08-03 09:30:32-04:00,Management,GovExec,http://www.govexec.com/management/2023/08/time-vast-majority-federal-employees-worked-outside-washington/389080/
USPS faces bipartisan pushback as it ramps up consolidation efforts,"While lawmakers and employees ask the postmaster general to rethink his network changes, the Postal Service is accelerating the reforms.",2023-08-01 17:31:32-04:00,Management,GovExec,http://www.govexec.com/management/2023/08/usps-faces-bipartisan-pushback-it-ramps-consolidation-efforts/389038/
Responsible AI use in support of federal agency missions,"COMMENTARY︱The potential benefits of artificial intelligence for federal agencies are not a new conversation, but how to implement the technology so officials can achieve the gains they are looking for is worth taking time with.",2023-08-01 13:00:00-04:00,Management,GovExec,http://www.govexec.com/management/2023/08/responsible-ai-use-support-federal-agency-missions/389011/
Trump faces additional charges – 4 essential reads to understand the case against him for hoarding classified documents,A selection of articles from experts with background to put the newly filed charges in context.,2023-07-30 14:00:00-04:00,Management,GovExec,http://www.govexec.com/management/2023/07/trump-faces-additional-charges-4-essential-reads-understand-case-against-him-hoarding-classified-documents/388952/
"House spending bill for the VA renews fight over abortion access, transgender care",Legislation would bar Biden administration from closing Guantánamo Bay detention facility in Cuba.,2023-07-28 16:07:00-04:00,Management,GovExec,http://www.govexec.com/management/2023/07/house-spending-bill-va-renews-fight-over-abortion-access-transgender-care/388947/
Biden grapples with the federal government’s role in a future fraught with extreme heat,"Heat is a leading killer, but FEMA has not deployed for it as it has for floods and fires.",2023-07-28 13:47:58-04:00,Management,GovExec,http://www.govexec.com/management/2023/07/biden-grapples-federal-governments-role-future-fraught-extreme-heat/388936/
How can senior government leaders best leverage the Federal Employee Viewpoint Survey?,"COMMENTARY | A lower-than-average employee engagement score may tempt leadership to implement new activities intended to make employees feel happier at work. They should resist this temptation, says one federal executive coach.",2023-07-28 06:00:00-04:00,Management,GovExec,http://www.govexec.com/management/2023/07/senior-government-leaders-best-leverage-employee-viewpoint-survey/388760/
DHS inspector general pays $1.2M settlement to former deputy,"Joseph Cuffari has faced widespread allegations of misconduct, though he denies any wrongdoing.",2023-07-27 13:20:36-04:00,Management,GovExec,http://www.govexec.com/management/2023/07/dhs-inspector-general-pays-12m-settlement-former-deputy/388892/
"Whistleblower alleges government coverup of UFO sightings, recovery efforts",Former intelligence official turned whistleblower David Grusch told lawmakers that the federal government has conducted “a multi-decade UAP crash retrieval and reverse engineering program” that has collected “non-human” remains.,2023-07-27 11:07:00-04:00,Management,GovExec,http://www.govexec.com/management/2023/07/whistleblower-alleges-government-coverup-ufo-sightings-recovery-efforts/388882/
DEA has regularly hired applicants it flagged as lying on their polygraphs,"The agency also faces allegations of nepotism in its lie detector testing and a watchdog is saying the issues require ""immediate attention"" from management.",2023-08-23 16:46:00-04:00,Oversight,GovExec,http://www.govexec.com/oversight/2023/08/dea-has-regularly-hired-applicants-it-flagged-lying-their-polygraphs/389677/
FEMA’s disaster relief fund is running low on cash. What happens now?,The Federal Emergency Management Agency’s disaster relief fund is facing at least a $4 billion deficit.,2023-08-22 11:09:00-04:00,Oversight,GovExec,http://www.govexec.com/oversight/2023/08/femas-disaster-relief-fund-running-low-cash-what-happens-now/389620/
"DeJoy's USPS overhaul plan might not be carried out well, watchdog finds","Postal Service management sharply critiques auditors' findings, saying GAO has a ""fundamental misunderstanding"" of the agency.",2023-08-21 16:24:58-04:00,Oversight,GovExec,http://www.govexec.com/oversight/2023/08/dejoys-usps-overhaul-risk-poor-implementation-gao-finds/389587/
The CDC works to overhaul lab operations after COVID test flop,A design flaw and contamination during production at the CDC led its initial tests to give false positive results.,2023-08-21 12:00:00-04:00,Oversight,GovExec,http://www.govexec.com/oversight/2023/08/cdc-works-overhaul-lab-operations-after-covid-test-flop/389570/
GAO: USDA violated the Anti-Deficiency Act while planning its relocation of science agencies,House Democrats renewed calls to institute tighter regulation of agency relocations in light of the watchdog agency's findings.,2023-08-18 15:09:44-04:00,Oversight,GovExec,http://www.govexec.com/oversight/2023/08/gao-usda-violated-anti-deficiency-act-while-planning-relocation-science-agencies/389546/
Consumer Financial Protection Bureau helms multi-agency effort to scrutinize sale of Americans’ data,The CFPB and the Federal Trade Commission are teaming up to investigate long-awaited regulatory steps into the sale of Americans’ data by third-party companies.,2023-08-17 06:00:00-04:00,Oversight,GovExec,http://www.govexec.com/oversight/2023/08/cfpb-helms-multi-agency-effort-scrutinize-sale-americans-data/389461/
New bill aims to address private sector cyber risks to FEMA operations,A proposed amendment to the Homeland Security Act would task FEMA and the Cybersecurity and Infrastructure Security Agency to work with private entities to ensure digital risks to agency operations are mitigated.,2023-08-16 12:00:00-04:00,Oversight,GovExec,http://www.govexec.com/oversight/2023/08/new-bill-aims-address-private-sector-cyber-risks-fema-operations/389444/
How the IRS accidentally tagged thousands of taxpayers as dead,"The IRS confirmed that 6,821 tax accounts were marked as deceased and locked — meaning that the agency wouldn’t process the tax returns associated with it — when the person was, in fact, alive.",2023-08-14 06:00:00-04:00,Oversight,GovExec,http://www.govexec.com/oversight/2023/08/how-irs-accidentally-tagged-thousands-taxpayers-dead/389342/
Maui wildfires: Extra logistical challenges hinder government’s initial response when disasters strike islands,How the U.S. government responds to disasters like these and how Maui’s geography could interfere with aid delivery.,2023-08-11 12:00:00-04:00,Oversight,GovExec,http://www.govexec.com/oversight/2023/08/maui-wildfires-extra-logistical-challenges-hinder-governments-initial-response-when-disasters-strike-islands/389343/
"GAO: IRS must enhance cyber oversight of third-party vendors, modernize online services","The IRS continues to ignore GAO’s recommendation to streamline oversight of third-party tax vendors’ cyber practices, despite concerns about mitigating digital threats.",2023-08-09 06:00:00-04:00,Oversight,GovExec,http://www.govexec.com/oversight/2023/08/gao-irs-must-enhance-cyber-oversight-third-party-vendors-modernize-online-services/389236/
Government contractors grapple with enforcement challenges of TikTok ban,Industry groups are raising censorship and privacy concerns over a ban of popular social media app TikTok on devices used by government contractors.,2023-08-08 13:00:00-04:00,Oversight,GovExec,http://www.govexec.com/oversight/2023/08/government-contractors-grapple-enforcement-challenges-tiktok-ban/389212/
Federal agencies often neglect U.S. territories. New legislation aims to fix that.,The bill would bolster expertise in territories as island communities face increasing threats from climate change.,2023-08-08 06:00:00-04:00,Oversight,GovExec,http://www.govexec.com/oversight/2023/08/federal-agencies-often-neglect-us-territories-new-legislation-aims-fix/389172/
Labor Dept. office rolls back portions of Trump-era policy on handling discrimination claims against contractors,Regulations implemented Friday said that a 2020 rule change aimed at making investigations into allegations of discrimination more efficient in practice did the opposite.,2023-08-04 16:25:12-04:00,Oversight,GovExec,http://www.govexec.com/oversight/2023/08/labor-dept-office-rolls-back-portions-trump-era-policy-handling-discrimination-claims-against-contractors/389149/
"Stimulus fraud prevention isn’t a lost cause, it’s an opportunity for new tools and techniques",COMMENTARY | The lessons learned – and the data – from Paycheck Protection Program fraud can be used to build better models for sifting through fraud data.,2023-08-04 09:27:00-04:00,Oversight,GovExec,http://www.govexec.com/oversight/2023/08/stimulus-fraud-prevention-isnt-lost-cause-its-opportunity-new-tools-and-techniques/389047/
"The most serious Trump indictment yet – a criminal law scholar explains the charges of using ‘dishonesty, fraud and deceit’ to cling to power",All of the charges rest on the claim that Trump and his co-conspirators knew the former president lost the 2020 election.,2023-08-03 15:30:55-04:00,Oversight,GovExec,http://www.govexec.com/oversight/2023/08/most-serious-trump-indictment-yet-criminal-law-scholar-explains-charges-using-dishonesty-fraud-and-deceit-cling-power/389104/
Fixing accountability first: Another look at the Restore VA Accountability Act,"COMMENTARY | If we really want to rid the VA (and the rest of the federal civil service) of poor performers, we need to find a middle ground between making every employee “at will” and defaulting to today’s status quo.",2023-08-03 06:00:00-04:00,Oversight,GovExec,http://www.govexec.com/oversight/2023/08/fixing-accountability-first-another-look-va-accountability-act/389063/
House GOP demands info on Biden’s implementation of vaccine mandate for feds,"A subcommittee is probing several agencies to look for ""wrongdoing by government officials"" during the COVID-19 pandemic.",2023-08-02 17:11:37-04:00,Oversight,GovExec,http://www.govexec.com/oversight/2023/08/house-gop-demands-info-bidens-implementation-vaccine-mandate-feds/389073/
White House takes a crack at much-needed permitting reform,A new rule is the latest push by the Biden administration to address regulatory obstacles to developing clean energy.,2023-08-01 15:00:00-04:00,Oversight,GovExec,http://www.govexec.com/oversight/2023/08/white-house-takes-crack-much-needed-permitting-reform/389005/
Is Congress on a witch hunt? 5 ways to judge whether oversight hearings are legitimate or politicized,"Both Democrats and Republicans have consistently maintained that holding institutions accountable via rigorous oversight is among the most important functions of the legislature, but investigative work can be influenced by partisan considerations.",2023-07-31 16:49:06-04:00,Oversight,GovExec,http://www.govexec.com/oversight/2023/07/congress-witch-hunt-5-ways-judge-whether-oversight-hearings-are-legitimate-or-politicized/388994/
Biden border policies ripped by House GOP as threats to impeach the Homeland Security secretary ramp up,House Republicans hold multiple hearings about immigration at Southern border as part of broader strategy to impeach Alejandro Mayorkas.,2023-07-28 15:43:29-04:00,Oversight,GovExec,http://www.govexec.com/oversight/2023/07/biden-border-policies-ripped-house-gop-threats-impeach-homeland-security-secretary-ramp/388946/
‘We should not fear a government shutdown’: Far-right House members slam spending bills,Freedom Caucus members are urging more support from Speaker McCarthy and GOP leaders.,2023-07-26 11:23:49-04:00,Oversight,GovExec,http://www.govexec.com/oversight/2023/07/we-should-not-fear-government-shutdown-far-right-house-members-slam-spending-bills/388836/
This little-known federal regulator could crack down on fraudulent carbon offsets,"The Commodity Futures Trading Commission is ""uniquely situated"" to stop carbon market manipulation.",2023-07-24 06:00:00-04:00,Oversight,GovExec,http://www.govexec.com/oversight/2023/07/little-known-federal-regulator-could-crack-down-fraudulent-carbon-offsets/388726/
"A Scientist Said Her Research Could Help With Repatriation. Instead, It Destroyed Native Remains.","Federal agencies have awarded millions of dollars to scientific studies on Native American human remains, undermining the goals of NAGPRA as tribes fight for repatriation.",2023-07-22 08:00:00-04:00,Oversight,GovExec,http://www.govexec.com/oversight/2023/07/scientist-said-her-research-could-help-repatriation-instead-it-destroyed-native-remains/388728/
Preparation for pandemics and natural disasters updated in bill passed by Senate panel,"Legislation would increase accountability, transparency in how federal government helps state, local governments prepare for and respond to public health emergencies.",2023-07-21 12:00:00-04:00,Oversight,GovExec,http://www.govexec.com/oversight/2023/07/preparation-pandemics-natural-disasters-updated-bill-passed-senate-panel/388724/
House Dem sounds alarm about AI in political messaging,Rep. Yvette Clarke says 2024 “will be the first election cycle where AI-generated ads will be an integral part of how we do campaign advertising.”,2023-07-20 12:01:00-04:00,Oversight,GovExec,http://www.govexec.com/oversight/2023/07/house-dem-sounds-alarm-about-ai-political-messaging/388681/
The Agriculture Department is taking a ‘cautious’ approach to generative AI,"The agency’s data “also needs to be in a condition… to support those kinds of tools,” according to USDA chief data officer and responsible AI officer, Chris Alvares.",2023-08-24 12:19:00-04:00,Tech,GovExec,http://www.govexec.com/technology/2023/08/agriculture-department-taking-cautious-approach-generative-ai/389700/
GSA is looking for participants for its facial recognition study,Federal Acquisition Service Commissioner Sonny Hashmi said the study will help determine how to move forward with Login.gov.,2023-08-21 10:00:00-04:00,Tech,GovExec,http://www.govexec.com/technology/2023/08/gsa-looking-participants-its-facial-recognition-study/389552/
White House names new deputy chief technology officer for policy,"Austin Bonner joins White House Office of Science and Technology Policy, though the position of U.S. CTO has not been filled since 2021.",2023-08-18 06:00:00-04:00,Tech,GovExec,http://www.govexec.com/technology/2023/08/white-house-names-new-deputy-chief-technology-officer-policy/389516/
Defense Digital Service elevates top deputy to serve as director,Jennifer Hay will lead the Defense Department’s in-house team of software engineers and data scientists.,2023-08-17 11:00:00-04:00,Tech,GovExec,http://www.govexec.com/technology/2023/08/defense-digital-service-elevates-top-deputy-serve-director/389493/
Senators seek details on SSA’s plan to modernize and simplify disability benefits applications,Three Democrats on the Senate Finance Committee asked the Social Security Administration for details on improvements to the Supplemental Security Income application.,2023-08-16 14:00:00-04:00,Tech,GovExec,http://www.govexec.com/technology/2023/08/senators-seek-details-ssas-plan-modernize-and-simplify-disability-benefits-applications/389445/
The White House is developing a 10-year modernization plan to replace legacy IT,The National Cybersecurity Strategy tasks the Office of Management and Budget with creating a plan to eliminate all vulnerable legacy systems from federal agencies within a decade.,2023-08-16 09:00:00-04:00,Tech,GovExec,http://www.govexec.com/technology/2023/08/white-house-developing-10-year-modernization-plan-replace-legacy-it/389443/
National intelligence strategy calls for new partnerships to harness emerging technologies,"Federal agencies must collaborate with private sector partners and allies to better understand the implications of emerging technologies, according to the new strategy.",2023-08-16 06:00:00-04:00,Tech,GovExec,http://www.govexec.com/technology/2023/08/national-intelligence-strategy-calls-new-partnerships-harness-emerging-technologies/389420/
White House cyber office has its eye on workforce data,Data on the cybersecurity workforce is fragmented and inconsistent. A top White House official is looking to change that.,2023-08-15 11:00:00-04:00,Tech,GovExec,http://www.govexec.com/technology/2023/08/white-houses-cyber-office-has-its-eye-workforce-data/389401/
White House cyber office makes new workforce-focused hire,"Daniel “Rags” Ragsdale is joining the White House Office of the National Cyber Director, following work in the private sector, Defense Department and cyber research space.",2023-08-09 09:00:00-04:00,Tech,GovExec,http://www.govexec.com/technology/2023/08/white-house-cyber-office-makes-new-workforce-focused-hire/389238/
Report reveals 'sudden surge' in cyberattacks targeting government agencies,"Cyberattacks impacting government agencies and the public sector spiked by 40% in recent months, according to a new report.",2023-08-08 15:00:00-04:00,Tech,GovExec,http://www.govexec.com/technology/2023/08/report-reveals-sudden-surge-cyberattacks-targeting-government-agencies/389213/
Data initiatives need to innovate on public engagement: Here’s how we can continue to improve,"COMMENTARY | Long-term, effective stakeholder engagement can lead to long-term success.",2023-08-08 06:00:00-04:00,Tech,GovExec,http://www.govexec.com/technology/2023/08/data-initiatives-need-innovate-public-engagement-heres-how-we-can-continue-improve/389071/
House panel probes China-linked email hacks,The House Committee on Oversight and Accountability is investigating how the State and Commerce departments responded to a cyberattack that successfully gained access to unclassified government email accounts of top-level officials.,2023-08-03 11:59:00-04:00,Tech,GovExec,http://www.govexec.com/technology/2023/08/house-panel-probes-china-linked-email-hacks/389091/
IRS seeks states’ input on its direct file pilot,States have until Sept. 4 to tell the IRS if they’re interested in participating.,2023-07-28 13:00:00-04:00,Tech,GovExec,http://www.govexec.com/technology/2023/07/irs-seeks-states-input-its-direct-file-pilot/388934/
Securing the Cloud with CMMC,,2023-07-27 00:00:00-04:00,Tech,GovExec,http://www.govexec.com/technology/2023/07/securing-cloud-cmmc/388868/
"IRS needs better documentation for its cyber threat hunts, watchdog says",A new report noted that a lack of “established policies and procedures” could prevent the tax agency from meeting federal requirements.,2023-07-25 11:28:00-04:00,Tech,GovExec,http://www.govexec.com/technology/2023/07/irs-needs-better-documentation-its-cyber-threat-hunts-watchdog-says/388802/
How Ben Franklin’s paper money outwitted counterfeiters,The founding father’s innovative way of making money kept him one step ahead of counterfeiters.,2023-07-23 08:00:00-04:00,Tech,GovExec,http://www.govexec.com/technology/2023/07/how-ben-franklins-paper-money-outwitted-counterfeiters/388725/
What will the federal government do with generative AI?,"Federal employees are going to see AI tools show up in cloud-based productivity suites sooner rather than later, but it's not clear yet how the trending tech will impact public-facing digital services.",2023-07-18 13:00:00-04:00,Tech,GovExec,http://www.govexec.com/technology/2023/07/what-will-federal-government-do-generative-ai/388595/
The Investigations Room - Breaking Through Dead Ends,,2023-07-14 13:33:24-04:00,Tech,GovExec,http://www.govexec.com/technology/2023/07/investigations-room-breaking-through-dead-ends/388519/
"VA opposed to new electronic health record requirements, but open to more major acquisition review",VA officials told lawmakers Wednesday that they oppose proposed oversight standards for the department’s new electronic health record modernization program.,2023-07-14 11:14:00-04:00,Tech,GovExec,http://www.govexec.com/technology/2023/07/va-opposed-new-ehr-requirements-open-more-major-acquisition-review/388511/
CDC rolls out new COVID-19 website,"The reworked COVID-19 website is part of a larger push to make the public health agency’s web presence easier to navigate, with plans to relaunch CDC.gov early next year.",2023-07-13 11:00:00-04:00,Tech,GovExec,http://www.govexec.com/technology/2023/07/cdc-rolls-out-new-covid-19-website/388454/
State Department email accounts hit in China-linked cyberattack,"A China-based cybercriminal known as Storm-0558 gained access to unclassified U.S. government email accounts using forged authentication tokens, according to a report released by Microsoft.",2023-07-13 10:11:00-04:00,Tech,GovExec,http://www.govexec.com/technology/2023/07/chinese-cybercriminals-breach-government-email-accounts-microsoft-cloud-hack/388453/
How some agencies used tech to decrease improper payments,"Governmentwide, improper payments are up relative to fiscal year 2020. But digital tools — alongside other management tactics — enabled some agencies to find reductions.",2023-07-06 12:23:00-04:00,Tech,GovExec,http://www.govexec.com/technology/2023/07/how-some-agencies-used-tech-decrease-improper-payments/388226/
